Province,Cases,Deaths,Recoveries,Active Cases,Tests,Date
#adm1+name,#affected+infected+cases,#affected+infected+deaths,#affected+infected+recoveries,#affected+infected+active,,#date
Ghor,"3,961",60,"3,466",,,2022-11-18
Helmand,"4,275",166,"3,713",,,2022-11-18
Hirat,"19,897",766,"18,757",,,2022-11-18
Jawzjan,"1,945",51,"2,018",,,2022-11-18
Kabul,"31,829","2,388","30,821",,,2022-11-18
Kandahar,"11,106",257,"11,041",,,2022-11-18
Kapisa,"4,800",89,"4,155",,,2022-11-18
Khost,"2,128",266,"1,623",,,2022-11-18
Kunar,"3,090",108,"3,084",,,2022-11-18
Kunduz,"5,979",226,"5,560",,,2022-11-18
Laghman,"3,436",190,"3,810",,,2022-11-18
Logar,"3,769",96,"3,219",,,2022-11-18
Nangarhar,"16,946",537,"13,828",,,2022-11-18
Nimroz,"3,477",108,"3,257",,,2022-11-18
Nooristan,750,8,722,,,2022-11-18
Paktika,"1,959",54,"1,558",,,2022-11-18
Paktya,"3,896",209,"3,640",,,2022-11-18
Panjsher,"3,871",49,"3,420",,,2022-11-18
Parwan,"5,322",51,"4,732",,,2022-11-18
Samangan,"1,821",73,"1,705",,,2022-11-18
Sar-e-Pul,"1,392",34,"1,183",,,2022-11-18
Takhar,"6,669",233,"6,116",,,2022-11-18
Urozgan,"1,281",20,776,,,2022-11-18
Wardak,"6,409",217,"6,135",,,2022-11-18
Zabul,"3,285",80,"2,256",,,2022-11-18
Badakhshan,"4,856",88,"4,650",,,2022-11-15
Badghis,"2,346",32,"1,870",,,2022-11-15
Baghlan,"4,966",99,"4,802",,,2022-11-15
Balkh,"8,523",579,"7,875",,,2022-11-15
Bamyan,"4,265",52,"4,110",,,2022-11-15
Dykundi,"3,566",68,"2,910",,,2022-11-15
Farah,"3,029",169,"1,712",,,2022-11-15
Faryab,"2,296",145,"1,802",,,2022-11-15
Ghazni,"5,550",163,"4,622",,,2022-11-15
Ghor,"3,946",60,"3,462",,,2022-11-15
Helmand,"4,275",166,"3,713",,,2022-11-15
Hirat,"19,879",766,"18,749",,,2022-11-15
Jawzjan,"1,941",51,"2,018",,,2022-11-15
Kabul,"31,829","2,388","30,821",,,2022-11-15
Kandahar,"11,101",257,"11,038",,,2022-11-15
Kapisa,"4,798",89,"4,155",,,2022-11-15
Khost,"2,128",265,"1,623",,,2022-11-15
Kunar,"3,089",108,"3,084",,,2022-11-15
Kunduz,"5,967",226,"5,560",,,2022-11-15
Laghman,"3,433",190,"3,785",,,2022-11-15
Logar,"3,765",96,"3,215",,,2022-11-15
Nangarhar,"16,918",537,"13,828",,,2022-11-15
Nimroz,"3,456",108,"3,242",,,2022-11-15
Nooristan,750,8,722,,,2022-11-15
Paktika,"1,955",54,"1,534",,,2022-11-15
Paktya,"3,881",209,"3,638",,,2022-11-15
Panjsher,"3,860",49,"3,417",,,2022-11-15
Parwan,"5,317",51,"4,732",,,2022-11-15
Samangan,"1,818",73,"1,705",,,2022-11-15
Sar-e-Pul,"1,375",34,"1,183",,,2022-11-15
Takhar,"6,663",233,"6,116",,,2022-11-15
Urozgan,"1,281",20,776,,,2022-11-15
Wardak,"6,395",217,"6,117",,,2022-11-15
Zabul,"3,283",80,"2,240",,,2022-11-15
Badakhshan,"4,839",88,"4,641",,,2022-11-10
Badghis,"2,338",32,"1,870",,,2022-11-10
Baghlan,"4,966",99,"4,802",,,2022-11-10
Balkh,"8,522",579,"7,869",,,2022-11-10
Bamyan,"4,240",52,"4,093",,,2022-11-10
Dykundi,"3,566",68,"2,910",,,2022-11-10
Farah,"3,013",169,"1,712",,,2022-11-10
Faryab,"2,296",145,"1,802",,,2022-11-10
Ghazni,"5,542",163,"4,622",,,2022-11-10
Ghor,"3,942",60,"3,461",,,2022-11-10
Helmand,"4,275",166,"3,713",,,2022-11-10
Hirat,"19,853",766,"18,724",,,2022-11-10
Jawzjan,"1,940",51,"2,018",,,2022-11-10
Kabul,"31,829","2,388","30,821",,,2022-11-10
Kandahar,"11,092",257,"11,033",,,2022-11-10
Kapisa,"4,778",89,"4,125",,,2022-11-10
Khost,"2,126",265,"1,623",,,2022-11-10
Kunar,"3,082",108,"3,084",,,2022-11-10
Kunduz,"5,948",226,"5,560",,,2022-11-10
Laghman,"3,427",190,"3,785",,,2022-11-10
Logar,"3,733",96,"3,188",,,2022-11-10
Nangarhar,"16,838",537,"13,828",,,2022-11-10
Nimroz,"3,447",108,"3,234",,,2022-11-10
Nooristan,742,8,720,,,2022-11-10
Paktika,"1,942",54,"1,508",,,2022-11-10
Paktya,"3,863",209,"3,628",,,2022-11-10
Panjsher,"3,836",49,"3,413",,,2022-11-10
Parwan,"5,308",51,"4,713",,,2022-11-10
Samangan,"1,817",73,"1,705",,,2022-11-10
Sar-e-Pul,"1,370",34,"1,183",,,2022-11-10
Takhar,"6,662",233,"6,082",,,2022-11-10
Urozgan,"1,281",20,771,,,2022-11-10
Wardak,"6,379",217,"6,090",,,2022-11-10
Zabul,"3,275",80,"2,226",,,2022-11-10
Badakhshan,"4,831",88,"4,641",,,2022-11-08
Badghis,"2,333",32,"1,870",,,2022-11-08
Baghlan,"4,964",99,"4,802",,,2022-11-08
Balkh,"8,519",579,"7,866",,,2022-11-08
Bamyan,"4,240",52,"4,093",,,2022-11-08
Dykundi,"3,566",68,"2,910",,,2022-11-08
Farah,"3,013",169,"1,712",,,2022-11-08
Faryab,"2,294",145,"1,802",,,2022-11-08
Ghazni,"5,502",163,"4,622",,,2022-11-08
Ghor,"3,928",60,"3,459",,,2022-11-08
Helmand,"4,272",166,"3,713",,,2022-11-08
Hirat,"19,819",766,"18,699",,,2022-11-08
Jawzjan,"1,940",51,"1,984",,,2022-11-08
Kabul,"31,826","2,388","30,821",,,2022-11-08
Kandahar,"11,087",257,"11,030",,,2022-11-08
Kapisa,"4,770",89,"4,080",,,2022-11-08
Khost,"2,118",265,"1,623",,,2022-11-08
Kunar,"3,082",108,"3,084",,,2022-11-08
Kunduz,"5,945",226,"5,560",,,2022-11-08
Laghman,"3,423",190,"3,785",,,2022-11-08
Logar,"3,729",96,"3,184",,,2022-11-08
Nangarhar,"16,813",537,"13,828",,,2022-11-08
Nimroz,"3,423",108,"3,227",,,2022-11-08
Nooristan,729,8,720,,,2022-11-08
Paktika,"1,918",54,"1,498",,,2022-11-08
Paktya,"3,863",209,"3,628",,,2022-11-08
Panjsher,"3,825",49,"3,408",,,2022-11-08
Parwan,"5,289",51,"4,688",,,2022-11-08
Samangan,"1,817",73,"1,705",,,2022-11-08
Sar-e-Pul,"1,366",34,"1,172",,,2022-11-08
Takhar,"6,659",233,"6,082",,,2022-11-08
Urozgan,"1,281",20,771,,,2022-11-08
Wardak,"6,369",217,"6,077",,,2022-11-08
Zabul,"3,256",80,"2,220",,,2022-11-08
Badakhshan,"4,807",88,"4,641",,,2022-11-04
Badghis,"2,328",32,"1,870",,,2022-11-04
Baghlan,"4,960",99,"4,802",,,2022-11-04
Balkh,"8,501",579,"7,856",,,2022-11-04
Bamyan,"4,209",52,"4,062",,,2022-11-04
Dykundi,"3,566",68,"2,910",,,2022-11-04
Farah,"3,008",169,"1,712",,,2022-11-04
Faryab,"2,294",145,"1,802",,,2022-11-04
Ghazni,"5,477",162,"4,622",,,2022-11-04
Ghor,"3,921",60,"3,455",,,2022-11-04
Helmand,"4,266",166,"3,713",,,2022-11-04
Hirat,"19,791",766,"18,663",,,2022-11-04
Jawzjan,"1,936",51,"1,925",,,2022-11-04
Kabul,"31,821","2,388","30,821",,,2022-11-04
Kandahar,"11,072",257,"11,026",,,2022-11-04
Kapisa,"4,763",89,"4,080",,,2022-11-04
Khost,"2,115",265,"1,623",,,2022-11-04
Kunar,"3,082",107,"3,084",,,2022-11-04
Kunduz,"5,940",225,"5,554",,,2022-11-04
Laghman,"3,409",190,"3,742",,,2022-11-04
Logar,"3,712",96,"3,168",,,2022-11-04
Nangarhar,"16,759",537,"13,828",,,2022-11-04
Nimroz,"3,410",108,"3,222",,,2022-11-04
Nooristan,718,8,717,,,2022-11-04
Paktika,"1,895",54,"1,483",,,2022-11-04
Paktya,"3,854",209,"3,623",,,2022-11-04
Panjsher,"3,810",49,"3,407",,,2022-11-04
Parwan,"5,275",51,"4,688",,,2022-11-04
Samangan,"1,812",73,"1,705",,,2022-11-04
Sar-e-Pul,"1,352",34,"1,167",,,2022-11-04
Takhar,"6,651",233,"6,073",,,2022-11-04
Urozgan,"1,281",20,769,,,2022-11-04
Wardak,"6,352",216,"6,058",,,2022-11-04
Zabul,"3,235",80,"2,196",,,2022-11-04
Badakhshan,"4,800",88,"4,641",,,2022-11-01
Badghis,"2,323",32,"1,870",,,2022-11-01
Baghlan,"4,960",99,"4,802",,,2022-11-01
Balkh,"8,496",579,"7,850",,,2022-11-01
Bamyan,"4,196",52,"4,062",,,2022-11-01
Dykundi,"3,566",68,"2,910",,,2022-11-01
Farah,"3,000",168,"1,712",,,2022-11-01
Faryab,"2,294",145,"1,802",,,2022-11-01
Ghazni,"5,477",162,"4,622",,,2022-11-01
Ghor,"3,911",60,"3,442",,,2022-11-01
Helmand,"4,250",166,"3,713",,,2022-11-01
Hirat,"19,749",766,"18,663",,,2022-11-01
Jawzjan,"1,936",51,"1,925",,,2022-11-01
Kabul,"31,806","2,388","30,821",,,2022-11-01
Kandahar,"11,058",257,"11,024",,,2022-11-01
Kapisa,"4,745",89,"4,057",,,2022-11-01
Khost,"2,108",264,"1,621",,,2022-11-01
Kunar,"3,067",107,"3,084",,,2022-11-01
Kunduz,"5,932",225,"5,554",,,2022-11-01
Laghman,"3,405",190,"3,742",,,2022-11-01
Logar,"3,698",96,"3,157",,,2022-11-01
Nangarhar,"16,711",537,"13,828",,,2022-11-01
Nimroz,"3,400",108,"3,210",,,2022-11-01
Nooristan,713,8,715,,,2022-11-01
Paktika,"1,890",54,"1,480",,,2022-11-01
Paktya,"3,852",209,"3,618",,,2022-11-01
Panjsher,"3,806",49,"3,390",,,2022-11-01
Parwan,"5,270",51,"4,688",,,2022-11-01
Samangan,"1,812",73,"1,705",,,2022-11-01
Sar-e-Pul,"1,349",34,"1,152",,,2022-11-01
Takhar,"6,645",233,"6,068",,,2022-11-01
Urozgan,"1,281",20,769,,,2022-11-01
Wardak,"6,334",216,"6,048",,,2022-11-01
Zabul,"3,224",80,"2,178",,,2022-11-01
Badakhshan,"4,790",88,"4,641",,,2022-10-27
Badghis,"2,292",32,"1,870",,,2022-10-27
Baghlan,"4,957",99,"4,802",,,2022-10-27
Balkh,"8,494",579,"7,842",,,2022-10-27
Bamyan,"4,167",52,"4,045",,,2022-10-27
Dykundi,"3,566",68,"2,910",,,2022-10-27
Farah,"2,942",168,"1,712",,,2022-10-27
Faryab,"2,286",145,"1,802",,,2022-10-27
Ghazni,"5,463",162,"4,622",,,2022-10-27
Ghor,"3,901",60,"3,438",,,2022-10-27
Helmand,"4,249",166,"3,713",,,2022-10-27
Hirat,"19,700",765,"18,627",,,2022-10-27
Jawzjan,"1,929",51,"1,925",,,2022-10-27
Kabul,"31,788","2,388","30,821",,,2022-10-27
Kandahar,"11,043",257,"11,007",,,2022-10-27
Kapisa,"4,730",89,"4,057",,,2022-10-27
Khost,"2,092",263,"1,620",,,2022-10-27
Kunar,"3,050",107,"3,084",,,2022-10-27
Kunduz,"5,925",225,"5,544",,,2022-10-27
Laghman,"3,391",190,"3,742",,,2022-10-27
Logar,"3,682",96,"3,144",,,2022-10-27
Nangarhar,"16,656",536,"13,828",,,2022-10-27
Nimroz,"3,384",108,"3,200",,,2022-10-27
Nooristan,710,8,708,,,2022-10-27
Paktika,"1,877",54,"1,475",,,2022-10-27
Paktya,"3,852",209,"3,618",,,2022-10-27
Panjsher,"3,804",49,"3,383",,,2022-10-27
Parwan,"5,270",51,"4,651",,,2022-10-27
Samangan,"1,809",73,"1,705",,,2022-10-27
Sar-e-Pul,"1,348",34,"1,132",,,2022-10-27
Takhar,"6,638",233,"6,066",,,2022-10-27
Urozgan,"1,275",20,749,,,2022-10-27
Wardak,"6,306",216,"6,020",,,2022-10-27
Zabul,"3,155",80,"2,148",,,2022-10-27
Badakhshan,"4,790",88,"4,641",,,2022-10-25
Badghis,"2,292",32,"1,870",,,2022-10-25
Baghlan,"4,955",99,"4,802",,,2022-10-25
Balkh,"8,492",579,"7,842",,,2022-10-25
Bamyan,"4,135",52,"4,045",,,2022-10-25
Dykundi,"3,566",68,"2,910",,,2022-10-25
Farah,"2,942",168,"1,712",,,2022-10-25
Faryab,"2,286",145,"1,802",,,2022-10-25
Ghazni,"5,447",162,"4,622",,,2022-10-25
Ghor,"3,891",60,"3,434",,,2022-10-25
Helmand,"4,249",166,"3,713",,,2022-10-25
Hirat,"19,665",765,"18,610",,,2022-10-25
Jawzjan,"1,927",51,"1,925",,,2022-10-25
Kabul,"31,788","2,388","30,821",,,2022-10-25
Kandahar,"11,036",257,"10,995",,,2022-10-25
Kapisa,"4,722",89,"4,057",,,2022-10-25
Khost,"2,086",263,"1,616",,,2022-10-25
Kunar,"3,050",107,"3,084",,,2022-10-25
Kunduz,"5,923",225,"5,534",,,2022-10-25
Laghman,"3,383",190,"3,742",,,2022-10-25
Logar,"3,673",96,"3,138",,,2022-10-25
Nangarhar,"16,633",536,"13,828",,,2022-10-25
Nimroz,"3,377",108,"3,190",,,2022-10-25
Nooristan,702,8,702,,,2022-10-25
Paktika,"1,853",54,"1,475",,,2022-10-25
Paktya,"3,852",209,"3,618",,,2022-10-25
Panjsher,"3,800",49,"3,383",,,2022-10-25
Parwan,"5,261",51,"4,651",,,2022-10-25
Samangan,"1,801",73,"1,705",,,2022-10-25
Sar-e-Pul,"1,342",34,"1,132",,,2022-10-25
Takhar,"6,633",233,"6,057",,,2022-10-25
Urozgan,"1,274",20,749,,,2022-10-25
Wardak,"6,293",216,"6,007",,,2022-10-25
Zabul,"3,155",80,"2,142",,,2022-10-25
Badakhshan,"4,790",88,"4,641",,,2022-10-20
Badghis,"2,285",32,"1,870",,,2022-10-20
Baghlan,"4,950",99,"4,802",,,2022-10-20
Balkh,"8,487",579,"7,829",,,2022-10-20
Bamyan,"4,135",52,"4,045",,,2022-10-20
Dykundi,"3,566",68,"2,910",,,2022-10-20
Farah,"2,907",168,"1,712",,,2022-10-20
Faryab,"2,282",145,"1,802",,,2022-10-20
Ghazni,"5,376",161,"4,622",,,2022-10-20
Ghor,"3,887",60,"3,432",,,2022-10-20
Helmand,"4,241",166,"3,713",,,2022-10-20
Hirat,"19,608",765,"18,577",,,2022-10-20
Jawzjan,"1,917",51,"1,925",,,2022-10-20
Kabul,"31,780","2,387","30,821",,,2022-10-20
Kandahar,"11,005",257,"10,972",,,2022-10-20
Kapisa,"4,706",89,"4,057",,,2022-10-20
Khost,"2,073",263,"1,615",,,2022-10-20
Kunar,"3,017",107,"3,084",,,2022-10-20
Kunduz,"5,909",225,"5,534",,,2022-10-20
Laghman,"3,361",190,"3,742",,,2022-10-20
Logar,"3,655",96,"3,122",,,2022-10-20
Nangarhar,"16,577",535,"13,828",,,2022-10-20
Nimroz,"3,347",108,"3,180",,,2022-10-20
Nooristan,700,5,697,,,2022-10-20
Paktika,"1,806",54,"1,437",,,2022-10-20
Paktya,"3,844",209,"3,610",,,2022-10-20
Panjsher,"3,787",49,"3,377",,,2022-10-20
Parwan,"5,243",51,"4,641",,,2022-10-20
Samangan,"1,801",73,"1,705",,,2022-10-20
Sar-e-Pul,"1,327",34,"1,101",,,2022-10-20
Takhar,"6,622",233,"6,055",,,2022-10-20
Urozgan,"1,265",20,740,,,2022-10-20
Wardak,"6,268",216,"5,954",,,2022-10-20
Zabul,"3,143",80,"2,094",,,2022-10-20
Badakhshan,"4,790",88,"4,641",,,2022-10-18
Badghis,"2,283",32,"1,870",,,2022-10-18
Baghlan,"4,950",99,"4,802",,,2022-10-18
Balkh,"8,485",579,"7,829",,,2022-10-18
Bamyan,"4,135",52,"4,045",,,2022-10-18
Dykundi,"3,536",68,"2,910",,,2022-10-18
Farah,"2,907",168,"1,712",,,2022-10-18
Faryab,"2,277",145,"1,802",,,2022-10-18
Ghazni,"5,362",161,"4,622",,,2022-10-18
Ghor,"3,887",60,"3,432",,,2022-10-18
Helmand,"4,241",166,"3,713",,,2022-10-18
Hirat,"19,596",764,"18,570",,,2022-10-18
Jawzjan,"1,917",51,"1,925",,,2022-10-18
Kabul,"31,780","2,387","30,821",,,2022-10-18
Kandahar,"11,000",257,"10,968",,,2022-10-18
Kapisa,"4,679",89,"4,030",,,2022-10-18
Khost,"2,070",262,"1,615",,,2022-10-18
Kunar,"3,012",107,"3,084",,,2022-10-18
Kunduz,"5,908",225,"5,534",,,2022-10-18
Laghman,"3,355",190,"3,742",,,2022-10-18
Logar,"3,651",96,"3,118",,,2022-10-18
Nangarhar,"16,524",535,"13,828",,,2022-10-18
Nimroz,"3,335",108,"3,176",,,2022-10-18
Nooristan,700,5,697,,,2022-10-18
Paktika,"1,806",54,"1,437",,,2022-10-18
Paktya,"3,844",209,"3,610",,,2022-10-18
Panjsher,"3,784",49,"3,352",,,2022-10-18
Parwan,"5,234",51,"4,629",,,2022-10-18
Samangan,"1,801",73,"1,705",,,2022-10-18
Sar-e-Pul,"1,327",34,"1,101",,,2022-10-18
Takhar,"6,622",233,"6,055",,,2022-10-18
Urozgan,"1,257",20,732,,,2022-10-18
Wardak,"6,264",216,"5,954",,,2022-10-18
Zabul,"3,126",80,"2,094",,,2022-10-18
Badakhshan,"4,790",88,"4,641",,,2022-10-13
Badghis,"2,273",32,"1,870",,,2022-10-13
Baghlan,"4,946",99,"4,802",,,2022-10-13
Balkh,"8,480",579,"7,823",,,2022-10-13
Bamyan,"4,115",52,"4,025",,,2022-10-13
Dykundi,"3,516",67,"2,910",,,2022-10-13
Farah,"2,869",167,"1,712",,,2022-10-13
Faryab,"2,273",145,"1,802",,,2022-10-13
Ghazni,"5,285",161,"4,572",,,2022-10-13
Ghor,"3,880",60,"3,424",,,2022-10-13
Helmand,"4,236",166,"3,713",,,2022-10-13
Hirat,"19,534",763,"18,514",,,2022-10-13
Jawzjan,"1,907",51,"1,925",,,2022-10-13
Kabul,"31,760","2,387","30,821",,,2022-10-13
Kandahar,"10,969",257,"10,932",,,2022-10-13
Kapisa,"4,630",89,"4,001",,,2022-10-13
Khost,"2,061",260,"1,608",,,2022-10-13
Kunar,"2,992",107,"2,893",,,2022-10-13
Kunduz,"5,904",225,"5,534",,,2022-10-13
Laghman,"3,320",190,"3,616",,,2022-10-13
Logar,"3,640",96,"3,107",,,2022-10-13
Nangarhar,"16,454",535,"13,828",,,2022-10-13
Nimroz,"3,295",108,"3,164",,,2022-10-13
Nooristan,700,5,694,,,2022-10-13
Paktika,"1,794",54,"1,412",,,2022-10-13
Paktya,"3,838",209,"3,597",,,2022-10-13
Panjsher,"3,775",49,"3,338",,,2022-10-13
Parwan,"5,211",51,"4,604",,,2022-10-13
Samangan,"1,799",73,"1,673",,,2022-10-13
Sar-e-Pul,"1,320",34,"1,091",,,2022-10-13
Takhar,"6,614",233,"6,053",,,2022-10-13
Urozgan,"1,248",20,724,,,2022-10-13
Wardak,"6,229",216,"5,892",,,2022-10-13
Zabul,"3,088",80,"2,094",,,2022-10-13
Badakhshan,"4,790",88,"4,641",,,2022-10-11
Badghis,"2,273",32,"1,870",,,2022-10-11
Baghlan,"4,942",99,"4,802",,,2022-10-11
Balkh,"8,478",579,"7,817",,,2022-10-11
Bamyan,"4,115",52,"4,025",,,2022-10-11
Dykundi,"3,516",67,"2,910",,,2022-10-11
Farah,"2,869",167,"1,712",,,2022-10-11
Faryab,"2,273",145,"1,802",,,2022-10-11
Ghazni,"5,285",161,"4,572",,,2022-10-11
Ghor,"3,879",60,"3,421",,,2022-10-11
Helmand,"4,231",166,"3,713",,,2022-10-11
Hirat,"19,504",763,"18,514",,,2022-10-11
Jawzjan,"1,907",51,"1,925",,,2022-10-11
Kabul,"31,752","2,387","30,821",,,2022-10-11
Kandahar,"10,968",257,"10,927",,,2022-10-11
Kapisa,"4,630",89,"3,979",,,2022-10-11
Khost,"2,051",260,"1,606",,,2022-10-11
Kunar,"2,992",107,"2,893",,,2022-10-11
Kunduz,"5,903",225,"5,534",,,2022-10-11
Laghman,"3,314",190,"3,616",,,2022-10-11
Logar,"3,634",96,"3,101",,,2022-10-11
Nangarhar,"16,437",535,"13,828",,,2022-10-11
Nimroz,"3,295",108,"3,154",,,2022-10-11
Nooristan,700,5,692,,,2022-10-11
Paktika,"1,786",54,"1,395",,,2022-10-11
Paktya,"3,838",209,"3,597",,,2022-10-11
Panjsher,"3,772",49,"3,338",,,2022-10-11
Parwan,"5,204",51,"4,584",,,2022-10-11
Samangan,"1,799",73,"1,673",,,2022-10-11
Sar-e-Pul,"1,315",34,"1,071",,,2022-10-11
Takhar,"6,612",233,"6,041",,,2022-10-11
Urozgan,"1,236",20,721,,,2022-10-11
Wardak,"6,223",216,"5,892",,,2022-10-11
Zabul,"3,071",80,"2,094",,,2022-10-11
Badakhshan,"4,790",88,"4,641",,,2022-10-06
Badghis,"2,254",32,"1,870",,,2022-10-06
Baghlan,"4,938",99,"4,802",,,2022-10-06
Balkh,"8,470",579,"7,817",,,2022-10-06
Bamyan,"4,085",52,"3,985",,,2022-10-06
Dykundi,"3,516",67,"2,910",,,2022-10-06
Farah,"2,819",167,"1,712",,,2022-10-06
Faryab,"2,273",145,"1,802",,,2022-10-06
Ghazni,"5,255",161,"4,572",,,2022-10-06
Ghor,"3,871",60,"3,416",,,2022-10-06
Helmand,"4,216",166,"3,713",,,2022-10-06
Hirat,"19,472",762,"18,495",,,2022-10-06
Jawzjan,"1,907",51,"1,925",,,2022-10-06
Kabul,"31,745","2,387","30,821",,,2022-10-06
Kandahar,"10,942",257,"10,878",,,2022-10-06
Kapisa,"4,617",89,"3,951",,,2022-10-06
Khost,"2,040",260,"1,605",,,2022-10-06
Kunar,"2,992",107,"2,893",,,2022-10-06
Kunduz,"5,901",225,"5,534",,,2022-10-06
Laghman,"3,289",190,"3,616",,,2022-10-06
Logar,"3,612",96,"3,083",,,2022-10-06
Nangarhar,"16,359",535,"13,828",,,2022-10-06
Nimroz,"3,250",108,"3,117",,,2022-10-06
Nooristan,691,5,687,,,2022-10-06
Paktika,"1,761",53,"1,369",,,2022-10-06
Paktya,"3,828",209,"3,587",,,2022-10-06
Panjsher,"3,761",49,"3,317",,,2022-10-06
Parwan,"5,189",51,"4,513",,,2022-10-06
Samangan,"1,799",73,"1,673",,,2022-10-06
Sar-e-Pul,"1,304",34,"1,051",,,2022-10-06
Takhar,"6,600",233,"6,038",,,2022-10-06
Urozgan,"1,219",20,696,,,2022-10-06
Wardak,"6,185",215,"5,863",,,2022-10-06
Zabul,"3,060",80,"2,094",,,2022-10-06
Badakhshan,"4,786",88,"4,630",,,2022-10-04
Badghis,"2,254",32,"1,870",,,2022-10-04
Baghlan,"4,934",99,"4,802",,,2022-10-04
Balkh,"8,463",579,"7,813",,,2022-10-04
Bamyan,"4,074",52,"3,980",,,2022-10-04
Dykundi,"3,516",67,"2,910",,,2022-10-04
Farah,"2,819",167,"1,712",,,2022-10-04
Faryab,"2,272",145,"1,802",,,2022-10-04
Ghazni,"5,236",161,"4,542",,,2022-10-04
Ghor,"3,861",60,"3,415",,,2022-10-04
Helmand,"4,216",166,"3,713",,,2022-10-04
Hirat,"19,456",762,"18,495",,,2022-10-04
Jawzjan,"1,906",51,"1,925",,,2022-10-04
Kabul,"31,741","2,387","30,821",,,2022-10-04
Kandahar,"10,937",257,"10,870",,,2022-10-04
Kapisa,"4,597",89,"3,905",,,2022-10-04
Khost,"2,036",260,"1,605",,,2022-10-04
Kunar,"2,975",107,"2,823",,,2022-10-04
Kunduz,"5,901",225,"5,534",,,2022-10-04
Laghman,"3,279",190,"3,616",,,2022-10-04
Logar,"3,589",96,"3,068",,,2022-10-04
Nangarhar,"16,337",535,"13,828",,,2022-10-04
Nimroz,"3,232",108,"3,102",,,2022-10-04
Nooristan,686,5,682,,,2022-10-04
Paktika,"1,756",53,"1,369",,,2022-10-04
Paktya,"3,828",209,"3,587",,,2022-10-04
Panjsher,"3,752",49,"3,306",,,2022-10-04
Parwan,"5,165",50,"4,491",,,2022-10-04
Samangan,"1,792",73,"1,638",,,2022-10-04
Sar-e-Pul,"1,290",34,"1,041",,,2022-10-04
Takhar,"6,592",233,"6,038",,,2022-10-04
Urozgan,"1,210",20,687,,,2022-10-04
Wardak,"6,169",215,"5,827",,,2022-10-04
Zabul,"3,049",80,"2,094",,,2022-10-04
Badakhshan,"4,756",88,"4,600",,,2022-09-29
Badghis,"2,241",32,"1,870",,,2022-09-29
Baghlan,"4,925",99,"4,802",,,2022-09-29
Balkh,"8,459",579,"7,801",,,2022-09-29
Bamyan,"4,061",52,"3,980",,,2022-09-29
Dykundi,"3,516",67,"2,910",,,2022-09-29
Farah,"2,803",166,"1,712",,,2022-09-29
Faryab,"2,272",145,"1,802",,,2022-09-29
Ghazni,"5,204",161,"4,542",,,2022-09-29
Ghor,"3,850",60,"3,408",,,2022-09-29
Helmand,"4,198",166,"3,713",,,2022-09-29
Hirat,"19,417",762,"18,435",,,2022-09-29
Jawzjan,"1,902",51,"1,923",,,2022-09-29
Kabul,"31,732","2,386","30,821",,,2022-09-29
Kandahar,"10,917",257,"10,870",,,2022-09-29
Kapisa,"4,553",89,"3,859",,,2022-09-29
Khost,"2,029",260,"1,604",,,2022-09-29
Kunar,"2,931",106,"2,823",,,2022-09-29
Kunduz,"5,900",225,"5,534",,,2022-09-29
Laghman,"3,243",190,"3,616",,,2022-09-29
Logar,"3,573",96,"3,053",,,2022-09-29
Nangarhar,"16,278",535,"13,777",,,2022-09-29
Nimroz,"3,227",108,"3,052",,,2022-09-29
Nooristan,681,5,678,,,2022-09-29
Paktika,"1,731",53,"1,369",,,2022-09-29
Paktya,"3,812",208,"3,582",,,2022-09-29
Panjsher,"3,748",49,"3,280",,,2022-09-29
Parwan,"5,165",50,"4,485",,,2022-09-29
Samangan,"1,791",73,"1,638",,,2022-09-29
Sar-e-Pul,"1,268",34,"1,011",,,2022-09-29
Takhar,"6,588",233,"6,028",,,2022-09-29
Urozgan,"1,186",20,667,,,2022-09-29
Wardak,"6,135",215,"5,782",,,2022-09-29
Zabul,"3,007",80,"2,094",,,2022-09-29
Badakhshan,"4,744",88,"4,541",,,2022-09-27
Badghis,"2,225",32,"1,870",,,2022-09-27
Baghlan,"4,918",99,"4,802",,,2022-09-27
Balkh,"8,456",579,"7,792",,,2022-09-27
Bamyan,"4,061",52,"3,979",,,2022-09-27
Dykundi,"3,516",67,"2,910",,,2022-09-27
Farah,"2,784",166,"1,712",,,2022-09-27
Faryab,"2,272",145,"1,802",,,2022-09-27
Ghazni,"5,166",161,"4,542",,,2022-09-27
Ghor,"3,835",60,"3,396",,,2022-09-27
Helmand,"4,193",166,"3,713",,,2022-09-27
Hirat,"19,376",762,"18,333",,,2022-09-27
Jawzjan,"1,896",51,"1,911",,,2022-09-27
Kabul,"31,732","2,385","30,821",,,2022-09-27
Kandahar,"10,895",257,"10,870",,,2022-09-27
Kapisa,"4,541",89,"3,859",,,2022-09-27
Khost,"2,006",260,"1,601",,,2022-09-27
Kunar,"2,914",106,"2,823",,,2022-09-27
Kunduz,"5,894",225,"5,534",,,2022-09-27
Laghman,"3,217",190,"3,616",,,2022-09-27
Logar,"3,550",96,"3,034",,,2022-09-27
Nangarhar,"16,250",535,"13,711",,,2022-09-27
Nimroz,"3,203",108,"2,989",,,2022-09-27
Nooristan,681,5,675,,,2022-09-27
Paktika,"1,715",53,"1,353",,,2022-09-27
Paktya,"3,812",208,"3,582",,,2022-09-27
Panjsher,"3,722",49,"3,253",,,2022-09-27
