Province,Cases,Deaths,Recoveries,Active Cases,Tests,Date
#adm1+name,#affected+infected+cases,#affected+infected+deaths,#affected+infected+recoveries,#affected+infected+active,,#date
Kabul,"17,290",776,"15,911",,,2021-03-29
Kandahar,"2,607",62,"2,509",,,2021-03-29
Kapisa,611,20,555,,,2021-03-29
Khost,667,77,588,,,2021-03-29
Kunar,688,38,647,,,2021-03-29
Kunduz,964,52,858,,,2021-03-29
Laghman,704,15,472,,,2021-03-29
Logar,705,31,663,,,2021-03-29
Nangarhar,"2,762",159,"2,167",,,2021-03-29
Nimroz,681,26,640,,,2021-03-29
Nooristan,162,1,111,,,2021-03-29
Paktika,322,15,291,,,2021-03-29
Paktya,"1,491",49,"1,415",,,2021-03-29
Panjsher,410,19,318,,,2021-03-29
Parwan,863,31,771,,,2021-03-29
Samangan,350,18,311,,,2021-03-29
Sar-e-Pul,235,6,228,,,2021-03-29
Takhar,"2,097",68,"1,912",,,2021-03-29
Urozgan,174,6,133,,,2021-03-29
Wardak,532,28,476,,,2021-03-29
Zabul,361,21,308,,,2021-03-29
Badakhshan,642,24,565,,,2021-03-26
Badghis,839,14,687,,,2021-03-26
Baghlan,"1,099",37,824,,,2021-03-26
Balkh,"3,382",180,"2,941",,,2021-03-26
Bamyan,987,16,807,,,2021-03-26
Dykundi,937,20,917,,,2021-03-26
Farah,612,39,430,,,2021-03-26
Faryab,463,29,374,,,2021-03-26
Ghazni,893,75,775,,,2021-03-26
Ghor,669,17,564,,,2021-03-26
Helmand,438,37,351,,,2021-03-26
Hirat,"9,225",436,"8,790",,,2021-03-26
Jawzjan,248,12,210,,,2021-03-26
Kabul,"17,280",775,"15,911",,,2021-03-26
Kandahar,"2,586",62,"2,503",,,2021-03-26
Kapisa,610,18,381,,,2021-03-26
Khost,667,77,588,,,2021-03-26
Kunar,683,37,638,,,2021-03-26
Kunduz,962,52,858,,,2021-03-26
Laghman,702,15,422,,,2021-03-26
Logar,705,30,567,,,2021-03-26
Nangarhar,"2,724",159,"2,165",,,2021-03-26
Nimroz,681,26,640,,,2021-03-26
Nooristan,162,1,108,,,2021-03-26
Paktika,322,15,291,,,2021-03-26
Paktya,"1,491",49,"1,415",,,2021-03-26
Panjsher,409,19,318,,,2021-03-26
Parwan,863,30,720,,,2021-03-26
Samangan,350,18,311,,,2021-03-26
Sar-e-Pul,235,6,228,,,2021-03-26
Takhar,"2,097",68,"1,812",,,2021-03-26
Urozgan,174,6,133,,,2021-03-26
Wardak,531,28,476,,,2021-03-26
Zabul,361,21,308,,,2021-03-26
Badakhshan,641,24,565,,,2021-03-25
Badghis,839,14,687,,,2021-03-25
Baghlan,"1,098",37,824,,,2021-03-25
Balkh,"3,382",180,"2,941",,,2021-03-25
Bamyan,987,16,807,,,2021-03-25
Dykundi,937,20,917,,,2021-03-25
Farah,612,39,430,,,2021-03-25
Faryab,463,29,374,,,2021-03-25
Ghazni,893,75,775,,,2021-03-25
Ghor,669,17,564,,,2021-03-25
Helmand,436,37,346,,,2021-03-25
Hirat,"9,224",436,"8,790",,,2021-03-25
Jawzjan,248,12,210,,,2021-03-25
Kabul,"17,276",774,"15,911",,,2021-03-25
Kandahar,"2,584",62,"2,503",,,2021-03-25
Kapisa,610,18,381,,,2021-03-25
Khost,667,77,588,,,2021-03-25
Kunar,683,37,638,,,2021-03-25
Kunduz,961,52,858,,,2021-03-25
Laghman,701,15,422,,,2021-03-25
Logar,705,30,567,,,2021-03-25
Nangarhar,"2,710",158,"2,115",,,2021-03-25
Nimroz,681,26,640,,,2021-03-25
Nooristan,162,1,106,,,2021-03-25
Paktika,322,15,291,,,2021-03-25
Paktya,"1,491",49,"1,415",,,2021-03-25
Panjsher,409,19,318,,,2021-03-25
Parwan,863,30,720,,,2021-03-25
Samangan,350,18,311,,,2021-03-25
Sar-e-Pul,235,6,228,,,2021-03-25
Takhar,"2,094",68,"1,812",,,2021-03-25
Urozgan,173,6,133,,,2021-03-25
Wardak,530,28,476,,,2021-03-25
Zabul,361,21,308,,,2021-03-25
Badakhshan,641,24,565,,,2021-03-24
Badghis,839,14,687,,,2021-03-24
Baghlan,"1,097",37,824,,,2021-03-24
Balkh,"3,380",180,"2,941",,,2021-03-24
Bamyan,987,16,807,,,2021-03-24
Dykundi,937,20,917,,,2021-03-24
Farah,612,39,430,,,2021-03-24
Faryab,463,29,374,,,2021-03-24
Ghazni,893,75,775,,,2021-03-24
Ghor,669,17,564,,,2021-03-24
Helmand,436,37,346,,,2021-03-24
Hirat,"9,223",436,"8,774",,,2021-03-24
Jawzjan,248,12,210,,,2021-03-24
Kabul,"17,275",774,"15,911",,,2021-03-24
Kandahar,"2,577",62,"2,502",,,2021-03-24
Kapisa,610,18,381,,,2021-03-24
Khost,667,77,588,,,2021-03-24
Kunar,683,37,638,,,2021-03-24
Kunduz,961,52,858,,,2021-03-24
Laghman,700,15,322,,,2021-03-24
Logar,703,30,567,,,2021-03-24
Nangarhar,"2,700",158,"2,115",,,2021-03-24
Nimroz,681,26,640,,,2021-03-24
Nooristan,162,1,105,,,2021-03-24
Paktika,321,15,291,,,2021-03-24
Paktya,"1,491",49,"1,415",,,2021-03-24
Panjsher,409,19,318,,,2021-03-24
Parwan,863,30,703,,,2021-03-24
Samangan,350,18,311,,,2021-03-24
Sar-e-Pul,235,6,228,,,2021-03-24
Takhar,"2,094",68,"1,812",,,2021-03-24
Urozgan,173,6,133,,,2021-03-24
Wardak,529,28,476,,,2021-03-24
Zabul,361,21,308,,,2021-03-24
Badakhshan,636,24,565,,,2021-03-23
Badghis,839,14,687,,,2021-03-23
Baghlan,"1,097",37,824,,,2021-03-23
Balkh,"3,380",180,"2,928",,,2021-03-23
Bamyan,987,16,807,,,2021-03-23
Dykundi,937,20,917,,,2021-03-23
Farah,612,39,430,,,2021-03-23
Faryab,463,29,374,,,2021-03-23
Ghazni,893,75,775,,,2021-03-23
Ghor,669,17,564,,,2021-03-23
Helmand,436,37,346,,,2021-03-23
Hirat,"9,219",436,"8,774",,,2021-03-23
Jawzjan,248,12,210,,,2021-03-23
Kabul,"17,275",774,"15,911",,,2021-03-23
Kandahar,"2,577",62,"2,496",,,2021-03-23
Kapisa,610,18,381,,,2021-03-23
Khost,665,77,588,,,2021-03-23
Kunar,682,36,628,,,2021-03-23
Kunduz,951,52,858,,,2021-03-23
Laghman,700,15,301,,,2021-03-23
Logar,703,30,567,,,2021-03-23
Nangarhar,"2,690",157,"2,115",,,2021-03-23
Nimroz,681,26,640,,,2021-03-23
Nooristan,161,1,105,,,2021-03-23
Paktika,321,15,291,,,2021-03-23
Paktya,"1,486",49,"1,410",,,2021-03-23
Panjsher,408,19,318,,,2021-03-23
Parwan,863,30,703,,,2021-03-23
Samangan,350,18,311,,,2021-03-23
Sar-e-Pul,235,6,228,,,2021-03-23
Takhar,"2,092",68,"1,812",,,2021-03-23
Urozgan,171,6,133,,,2021-03-23
Wardak,529,28,472,,,2021-03-23
Zabul,361,21,308,,,2021-03-23
Badakhshan,636,24,565,,,2021-03-22
Badghis,839,14,687,,,2021-03-22
Baghlan,"1,097",37,824,,,2021-03-22
Balkh,"3,380",180,"2,928",,,2021-03-22
Bamyan,987,16,807,,,2021-03-22
Dykundi,937,20,917,,,2021-03-22
Farah,612,39,430,,,2021-03-22
Faryab,463,29,374,,,2021-03-22
Ghazni,893,75,775,,,2021-03-22
Ghor,669,17,564,,,2021-03-22
Helmand,436,37,346,,,2021-03-22
Hirat,"9,219",436,"8,774",,,2021-03-22
Jawzjan,248,12,210,,,2021-03-22
Kabul,"17,275",774,"15,911",,,2021-03-22
Kandahar,"2,577",62,"2,493",,,2021-03-22
Kapisa,610,18,381,,,2021-03-22
Khost,665,76,588,,,2021-03-22
Kunar,682,36,628,,,2021-03-22
Kunduz,949,52,858,,,2021-03-22
Laghman,699,15,301,,,2021-03-22
Logar,703,30,567,,,2021-03-22
Nangarhar,"2,681",157,"2,115",,,2021-03-22
Nimroz,678,26,640,,,2021-03-22
Nooristan,161,1,105,,,2021-03-22
Paktika,321,15,291,,,2021-03-22
Paktya,"1,485",49,"1,407",,,2021-03-22
Panjsher,408,19,318,,,2021-03-22
Parwan,863,30,703,,,2021-03-22
Samangan,350,18,311,,,2021-03-22
Sar-e-Pul,235,6,228,,,2021-03-22
Takhar,"2,092",68,"1,812",,,2021-03-22
Urozgan,170,6,133,,,2021-03-22
Wardak,529,28,472,,,2021-03-22
Zabul,361,21,308,,,2021-03-22
Badakhshan,636,24,565,,,2021-03-19
Badghis,839,14,687,,,2021-03-19
Baghlan,"1,097",37,824,,,2021-03-19
Balkh,"3,380",180,"2,928",,,2021-03-19
Bamyan,987,16,807,,,2021-03-19
Dykundi,937,20,917,,,2021-03-19
Farah,612,39,430,,,2021-03-19
Faryab,462,29,374,,,2021-03-19
Ghazni,893,75,775,,,2021-03-19
Ghor,669,17,564,,,2021-03-19
Helmand,435,37,346,,,2021-03-19
Hirat,"9,212",436,"8,774",,,2021-03-19
Jawzjan,248,12,210,,,2021-03-19
Kabul,"17,275",772,"15,911",,,2021-03-19
Kandahar,"2,564",62,"2,489",,,2021-03-19
Kapisa,610,18,381,,,2021-03-19
Khost,665,76,588,,,2021-03-19
Kunar,679,36,628,,,2021-03-19
Kunduz,949,52,858,,,2021-03-19
Laghman,699,15,251,,,2021-03-19
Logar,703,30,566,,,2021-03-19
Nangarhar,"2,658",157,"2,115",,,2021-03-19
Nimroz,676,26,640,,,2021-03-19
Nooristan,160,1,104,,,2021-03-19
Paktika,321,15,291,,,2021-03-19
Paktya,"1,485",49,"1,407",,,2021-03-19
Panjsher,408,19,318,,,2021-03-19
Parwan,863,30,703,,,2021-03-19
Samangan,350,18,311,,,2021-03-19
Sar-e-Pul,235,6,228,,,2021-03-19
Takhar,"2,092",68,"1,812",,,2021-03-19
Urozgan,169,6,133,,,2021-03-19
Wardak,529,28,472,,,2021-03-19
Zabul,361,21,308,,,2021-03-19
Badakhshan,636,24,565,,,2021-03-18
Badghis,839,14,687,,,2021-03-18
Baghlan,"1,097",37,824,,,2021-03-18
Balkh,"3,380",180,"2,919",,,2021-03-18
Bamyan,987,16,807,,,2021-03-18
Dykundi,937,20,917,,,2021-03-18
Farah,612,39,430,,,2021-03-18
Faryab,462,29,374,,,2021-03-18
Ghazni,893,75,775,,,2021-03-18
Ghor,669,17,564,,,2021-03-18
Helmand,435,37,346,,,2021-03-18
Hirat,"9,211",436,"8,774",,,2021-03-18
Jawzjan,248,12,210,,,2021-03-18
Kabul,"17,270",772,"15,910",,,2021-03-18
Kandahar,"2,548",62,"2,484",,,2021-03-18
Kapisa,610,18,381,,,2021-03-18
Khost,665,76,588,,,2021-03-18
Kunar,679,36,628,,,2021-03-18
Kunduz,949,52,858,,,2021-03-18
Laghman,699,15,251,,,2021-03-18
Logar,703,30,564,,,2021-03-18
Nangarhar,"2,658",157,"2,115",,,2021-03-18
Nimroz,676,26,640,,,2021-03-18
Nooristan,160,1,104,,,2021-03-18
Paktika,321,15,291,,,2021-03-18
Paktya,"1,485",49,"1,407",,,2021-03-18
Panjsher,408,19,318,,,2021-03-18
Parwan,863,30,703,,,2021-03-18
Samangan,350,18,311,,,2021-03-18
Sar-e-Pul,235,6,228,,,2021-03-18
Takhar,"2,092",68,"1,812",,,2021-03-18
Urozgan,169,6,133,,,2021-03-18
Wardak,529,28,472,,,2021-03-18
Zabul,361,21,308,,,2021-03-18
Badakhshan,636,24,565,,,2021-03-17
Badghis,839,14,687,,,2021-03-17
Baghlan,"1,097",37,824,,,2021-03-17
Balkh,"3,380",180,"2,899",,,2021-03-17
Bamyan,987,16,807,,,2021-03-17
Dykundi,937,20,917,,,2021-03-17
Farah,612,39,430,,,2021-03-17
Faryab,462,29,374,,,2021-03-17
Ghazni,893,75,775,,,2021-03-17
Ghor,669,17,564,,,2021-03-17
Helmand,435,37,342,,,2021-03-17
Hirat,"9,205",436,"8,764",,,2021-03-17
Jawzjan,248,12,210,,,2021-03-17
Kabul,"17,270",772,"15,910",,,2021-03-17
Kandahar,"2,547",62,"2,481",,,2021-03-17
Kapisa,610,18,381,,,2021-03-17
Khost,665,76,588,,,2021-03-17
Kunar,679,36,628,,,2021-03-17
Kunduz,949,52,858,,,2021-03-17
Laghman,699,15,234,,,2021-03-17
Logar,702,30,564,,,2021-03-17
Nangarhar,"2,646",157,"2,115",,,2021-03-17
Nimroz,676,26,640,,,2021-03-17
Nooristan,159,1,104,,,2021-03-17
Paktika,321,15,291,,,2021-03-17
Paktya,"1,485",49,"1,407",,,2021-03-17
Panjsher,408,19,318,,,2021-03-17
Parwan,863,30,703,,,2021-03-17
Samangan,350,18,311,,,2021-03-17
Sar-e-Pul,235,6,157,,,2021-03-17
Takhar,"2,092",68,"1,812",,,2021-03-17
Urozgan,168,6,133,,,2021-03-17
Wardak,529,28,472,,,2021-03-17
Zabul,361,21,308,,,2021-03-17
Badakhshan,635,24,565,,,2021-03-16
Badghis,839,14,687,,,2021-03-16
Baghlan,"1,097",37,824,,,2021-03-16
Balkh,"3,380",180,"2,899",,,2021-03-16
Bamyan,987,16,807,,,2021-03-16
Dykundi,937,20,917,,,2021-03-16
Farah,612,39,430,,,2021-03-16
Faryab,461,29,374,,,2021-03-16
Ghazni,893,75,775,,,2021-03-16
Ghor,669,17,564,,,2021-03-16
Helmand,434,37,342,,,2021-03-16
Hirat,"9,202",436,"8,764",,,2021-03-16
Jawzjan,248,12,210,,,2021-03-16
Kabul,"17,265",771,"15,907",,,2021-03-16
Kandahar,"2,546",62,"2,476",,,2021-03-16
Kapisa,610,18,381,,,2021-03-16
Khost,665,76,588,,,2021-03-16
Kunar,679,35,628,,,2021-03-16
Kunduz,949,52,858,,,2021-03-16
Laghman,699,15,234,,,2021-03-16
Logar,702,30,564,,,2021-03-16
Nangarhar,"2,642",157,"2,114",,,2021-03-16
Nimroz,676,26,640,,,2021-03-16
Nooristan,155,1,104,,,2021-03-16
Paktika,321,15,291,,,2021-03-16
Paktya,"1,485",49,"1,407",,,2021-03-16
Panjsher,408,19,318,,,2021-03-16
Parwan,863,30,703,,,2021-03-16
Samangan,350,18,311,,,2021-03-16
Sar-e-Pul,235,6,157,,,2021-03-16
Takhar,"2,090",68,"1,812",,,2021-03-16
Urozgan,167,6,133,,,2021-03-16
Wardak,527,28,472,,,2021-03-16
Zabul,361,21,308,,,2021-03-16
Badakhshan,635,24,565,,,2021-03-15
Badghis,839,14,687,,,2021-03-15
Baghlan,"1,097",37,824,,,2021-03-15
Balkh,"3,380",180,"2,899",,,2021-03-15
Bamyan,987,16,807,,,2021-03-15
Dykundi,937,20,917,,,2021-03-15
Farah,612,39,430,,,2021-03-15
Faryab,461,29,374,,,2021-03-15
Ghazni,893,75,775,,,2021-03-15
Ghor,669,17,564,,,2021-03-15
Helmand,434,37,342,,,2021-03-15
Hirat,"9,202",436,"8,764",,,2021-03-15
Jawzjan,248,12,210,,,2021-03-15
Kabul,"17,264",771,"15,907",,,2021-03-15
Kandahar,"2,541",62,"2,471",,,2021-03-15
Kapisa,610,18,381,,,2021-03-15
Khost,665,76,576,,,2021-03-15
Kunar,679,35,628,,,2021-03-15
Kunduz,949,52,858,,,2021-03-15
Laghman,698,15,234,,,2021-03-15
Logar,702,30,564,,,2021-03-15
Nangarhar,"2,632",157,"2,114",,,2021-03-15
Nimroz,676,26,640,,,2021-03-15
Nooristan,154,1,104,,,2021-03-15
Paktika,321,15,291,,,2021-03-15
Paktya,"1,485",49,"1,407",,,2021-03-15
Panjsher,408,19,318,,,2021-03-15
Parwan,863,30,703,,,2021-03-15
Samangan,350,18,311,,,2021-03-15
Sar-e-Pul,235,6,157,,,2021-03-15
Takhar,"2,090",68,"1,812",,,2021-03-15
Urozgan,167,6,133,,,2021-03-15
Wardak,527,28,472,,,2021-03-15
Zabul,361,21,308,,,2021-03-15
Badakhshan,635,24,565,,,2021-03-12
Badghis,839,14,687,,,2021-03-12
Baghlan,"1,096",37,824,,,2021-03-12
Balkh,"3,379",180,"2,899",,,2021-03-12
Bamyan,987,16,807,,,2021-03-12
Dykundi,937,20,917,,,2021-03-12
Farah,612,39,430,,,2021-03-12
Faryab,461,29,374,,,2021-03-12
Ghazni,893,75,775,,,2021-03-12
Ghor,669,17,564,,,2021-03-12
Helmand,432,37,342,,,2021-03-12
Hirat,"9,200",435,"8,764",,,2021-03-12
Jawzjan,248,12,210,,,2021-03-12
Kabul,"17,263",770,"15,907",,,2021-03-12
Kandahar,"2,536",62,"2,464",,,2021-03-12
Kapisa,610,18,381,,,2021-03-12
Khost,665,76,576,,,2021-03-12
Kunar,675,35,628,,,2021-03-12
Kunduz,949,52,858,,,2021-03-12
Laghman,697,15,232,,,2021-03-12
Logar,700,30,564,,,2021-03-12
Nangarhar,"2,619",156,"2,111",,,2021-03-12
Nimroz,676,26,640,,,2021-03-12
Nooristan,154,1,104,,,2021-03-12
Paktika,321,15,291,,,2021-03-12
Paktya,"1,485",49,"1,407",,,2021-03-12
Panjsher,408,19,318,,,2021-03-12
Parwan,863,30,703,,,2021-03-12
Samangan,350,18,311,,,2021-03-12
Sar-e-Pul,235,6,157,,,2021-03-12
Takhar,"2,090",68,"1,812",,,2021-03-12
Urozgan,166,6,133,,,2021-03-12
Wardak,526,28,472,,,2021-03-12
Zabul,361,21,308,,,2021-03-12
Badakhshan,635,24,565,,,2021-03-11
Badghis,839,14,687,,,2021-03-11
Baghlan,"1,096",37,824,,,2021-03-11
Balkh,"3,379",180,"2,899",,,2021-03-11
Bamyan,987,16,807,,,2021-03-11
Dykundi,937,20,917,,,2021-03-11
Farah,612,39,430,,,2021-03-11
Faryab,461,29,374,,,2021-03-11
Ghazni,893,75,775,,,2021-03-11
Ghor,669,17,564,,,2021-03-11
Helmand,432,37,342,,,2021-03-11
Hirat,"9,200",433,"8,764",,,2021-03-11
Jawzjan,248,12,210,,,2021-03-11
Kabul,"17,260",769,"15,907",,,2021-03-11
Kandahar,"2,533",62,"2,461",,,2021-03-11
Kapisa,610,18,381,,,2021-03-11
Khost,665,76,576,,,2021-03-11
Kunar,674,35,628,,,2021-03-11
Kunduz,949,52,858,,,2021-03-11
Laghman,696,15,232,,,2021-03-11
Logar,700,30,564,,,2021-03-11
Nangarhar,"2,612",156,"2,111",,,2021-03-11
Nimroz,676,26,640,,,2021-03-11
Nooristan,154,1,104,,,2021-03-11
Paktika,321,15,291,,,2021-03-11
Paktya,"1,485",49,"1,407",,,2021-03-11
Panjsher,408,19,318,,,2021-03-11
Parwan,863,30,703,,,2021-03-11
Samangan,350,18,311,,,2021-03-11
Sar-e-Pul,235,6,157,,,2021-03-11
Takhar,"2,090",68,"1,812",,,2021-03-11
Urozgan,166,6,133,,,2021-03-11
Wardak,525,28,472,,,2021-03-11
Zabul,361,21,308,,,2021-03-11
Badakhshan,635,24,565,,,2021-03-10
Badghis,839,14,687,,,2021-03-10
Baghlan,"1,096",37,824,,,2021-03-10
Balkh,"3,378",180,"2,899",,,2021-03-10
Bamyan,987,16,807,,,2021-03-10
Dykundi,937,20,917,,,2021-03-10
Farah,612,39,430,,,2021-03-10
Faryab,460,29,374,,,2021-03-10
Ghazni,893,75,775,,,2021-03-10
Ghor,669,17,564,,,2021-03-10
Helmand,429,37,341,,,2021-03-10
Hirat,"9,198",432,"8,810",,,2021-03-10
Jawzjan,248,12,210,,,2021-03-10
Kabul,"17,257",767,"15,907",,,2021-03-10
Kandahar,"2,533",62,"2,456",,,2021-03-10
Kapisa,610,18,381,,,2021-03-10
Khost,665,76,576,,,2021-03-10
Kunar,671,35,628,,,2021-03-10
Kunduz,949,52,858,,,2021-03-10
Laghman,695,15,232,,,2021-03-10
Logar,700,30,564,,,2021-03-10
Nangarhar,"2,606",156,"2,111",,,2021-03-10
Nimroz,676,26,640,,,2021-03-10
Nooristan,153,1,104,,,2021-03-10
Paktika,321,15,291,,,2021-03-10
Paktya,"1,485",49,"1,407",,,2021-03-10
Panjsher,408,19,318,,,2021-03-10
Parwan,863,30,703,,,2021-03-10
Samangan,350,18,311,,,2021-03-10
Sar-e-Pul,235,6,157,,,2021-03-10
Takhar,"2,090",68,"1,812",,,2021-03-10
Urozgan,165,6,133,,,2021-03-10
Wardak,525,28,472,,,2021-03-10
Zabul,361,21,308,,,2021-03-10
Badakhshan,635,24,565,,,2021-03-09
Badghis,839,14,687,,,2021-03-09
Baghlan,"1,096",37,824,,,2021-03-09
Balkh,"3,378",180,"2,899",,,2021-03-09
Bamyan,987,16,807,,,2021-03-09
Dykundi,937,20,917,,,2021-03-09
Farah,612,39,430,,,2021-03-09
Faryab,459,29,374,,,2021-03-09
Ghazni,893,75,775,,,2021-03-09
Ghor,669,17,564,,,2021-03-09
Helmand,429,37,341,,,2021-03-09
Hirat,"9,196",432,"8,720",,,2021-03-09
Jawzjan,248,12,210,,,2021-03-09
Kabul,"17,255",767,"15,907",,,2021-03-09
Kandahar,"2,533",62,"2,451",,,2021-03-09
Kapisa,610,18,381,,,2021-03-09
Khost,665,76,576,,,2021-03-09
Kunar,671,35,628,,,2021-03-09
Kunduz,949,52,858,,,2021-03-09
Laghman,694,15,232,,,2021-03-09
Logar,700,30,564,,,2021-03-09
Nangarhar,"2,602",156,"2,111",,,2021-03-09
Nimroz,676,26,640,,,2021-03-09
Nooristan,143,1,104,,,2021-03-09
Paktika,321,15,291,,,2021-03-09
Paktya,"1,485",49,"1,407",,,2021-03-09
Panjsher,408,19,318,,,2021-03-09
Parwan,863,30,703,,,2021-03-09
Samangan,350,18,311,,,2021-03-09
Sar-e-Pul,235,6,157,,,2021-03-09
Takhar,"2,090",68,"1,812",,,2021-03-09
Urozgan,165,6,133,,,2021-03-09
Wardak,524,28,472,,,2021-03-09
Zabul,361,21,308,,,2021-03-09
Badakhshan,635,24,565,,,2021-03-08
Badghis,839,14,687,,,2021-03-08
Baghlan,"1,096",37,824,,,2021-03-08
Balkh,"3,376",180,"2,899",,,2021-03-08
Bamyan,987,16,807,,,2021-03-08
Dykundi,937,20,917,,,2021-03-08
Farah,612,39,430,,,2021-03-08
Faryab,459,29,374,,,2021-03-08
Ghazni,893,75,775,,,2021-03-08
Ghor,669,17,564,,,2021-03-08
Helmand,429,37,339,,,2021-03-08
Hirat,"9,187",432,"8,720",,,2021-03-08
Jawzjan,248,12,210,,,2021-03-08
Kabul,"17,253",767,"15,907",,,2021-03-08
Kandahar,"2,528",62,"2,441",,,2021-03-08
Kapisa,610,18,381,,,2021-03-08
Khost,665,76,576,,,2021-03-08
Kunar,671,35,628,,,2021-03-08
Kunduz,949,52,858,,,2021-03-08
Laghman,686,15,232,,,2021-03-08
Logar,700,30,564,,,2021-03-08
Nangarhar,"2,596",156,"2,092",,,2021-03-08
Nimroz,675,26,640,,,2021-03-08
Nooristan,139,1,104,,,2021-03-08
Paktika,321,15,291,,,2021-03-08
Paktya,"1,485",49,"1,407",,,2021-03-08
Panjsher,408,19,318,,,2021-03-08
Parwan,863,30,703,,,2021-03-08
Samangan,350,18,311,,,2021-03-08
Sar-e-Pul,235,6,157,,,2021-03-08
Takhar,"2,090",68,"1,812",,,2021-03-08
