province,cases,deaths,recoveries,date
Takhar,5270.0,229.0,4883.0,2021-11-08
Sar-E Pol,795.0,34.0,761.0,2021-11-08
Samangan,1349.0,73.0,1264.0,2021-11-08
Parwan,2831.0,42.0,1069.0,2021-11-08
Panjsher,2310.0,47.0,2244.0,2021-11-08
Zabul,2417.0,78.0,1050.0,2021-11-08
Paktika,1382.0,53.0,801.0,2021-11-08
Nuristan,408.0,4.0,339.0,2021-11-08
Nimroz,1842.0,103.0,1712.0,2021-11-08
Nangarhar,11269.0,478.0,10675.0,2021-11-08
Logar,2512.0,95.0,747.0,2021-11-08
Laghman,2339.0,182.0,1857.0,2021-11-08
Kunduz,4404.0,203.0,4182.0,2021-11-08
Paktya,3262.0,202.0,3049.0,2021-11-08
Kabul,28800.0,2168.0,24356.0,2021-11-09
Jawzjan,1572.0,48.0,1524.0,2021-11-09
Hirat,16715.0,716.0,13940.0,2021-11-09
Helmand,2885.0,131.0,2592.0,2021-11-09
Ghor,3214.0,60.0,1409.0,2021-11-09
Ghazni,3993.0,152.0,3920.0,2021-11-09
Faryab,1968.0,144.0,1802.0,2021-11-09
Balkh,7620.0,566.0,7109.0,2021-11-09
Dykundi,2977.0,67.0,2910.0,2021-11-09
Bamyan,3088.0,52.0,3034.0,2021-11-09
Baghlan,3806.0,97.0,3695.0,2021-11-09
Badghis,1921.0,30.0,810.0,2021-11-09
Badakhshan,3739.0,88.0,3670.0,2021-11-09
Kandahar,7983.0,237.0,7704.0,2021-11-09
Farah,2211.0,160.0,1455.0,2021-11-09
Kapisa,2510.0,83.0,2260.0,2021-11-09
Khost,1829.0,252.0,1605.0,2021-11-09
Kunar,2364.0,101.0,2264.0,2021-11-09
Wardak,4117.0,208.0,3886.0,2021-11-09
Urozgan,799.0,20.0,467.0,2021-11-09
Takhar,5270.0,229.0,4884.0,2021-11-09
Sar-E Pol,795.0,34.0,761.0,2021-11-09
Samangan,1349.0,73.0,1264.0,2021-11-09
Parwan,2831.0,42.0,1069.0,2021-11-09
Panjsher,2311.0,47.0,2244.0,2021-11-09
Zabul,2419.0,78.0,1050.0,2021-11-09
Paktika,1382.0,53.0,801.0,2021-11-09
Nuristan,408.0,4.0,340.0,2021-11-09
Nimroz,1842.0,103.0,1712.0,2021-11-09
Nangarhar,11286.0,478.0,10675.0,2021-11-09
Logar,2512.0,95.0,747.0,2021-11-09
Laghman,2339.0,182.0,1857.0,2021-11-09
Kunduz,4404.0,203.0,4182.0,2021-11-09
Paktya,3262.0,202.0,3049.0,2021-11-09
Kabul,28800.0,2168.0,24356.0,2021-11-11
Jawzjan,1572.0,48.0,1524.0,2021-11-11
Hirat,16715.0,716.0,13962.0,2021-11-11
Helmand,2888.0,131.0,2592.0,2021-11-11
Ghor,3214.0,60.0,1409.0,2021-11-11
Ghazni,3993.0,152.0,3920.0,2021-11-11
Faryab,1968.0,144.0,1802.0,2021-11-11
Balkh,7620.0,566.0,7109.0,2021-11-11
Dykundi,2977.0,67.0,2910.0,2021-11-11
Bamyan,3088.0,52.0,3034.0,2021-11-11
Baghlan,3806.0,97.0,3695.0,2021-11-11
Badghis,1921.0,30.0,810.0,2021-11-11
Badakhshan,3739.0,88.0,3670.0,2021-11-11
Kandahar,8000.0,237.0,7707.0,2021-11-11
Farah,2219.0,160.0,1459.0,2021-11-11
Kapisa,2510.0,83.0,2260.0,2021-11-11
Khost,1829.0,252.0,1605.0,2021-11-11
Kunar,2364.0,101.0,2264.0,2021-11-11
Zabul,2426.0,78.0,1050.0,2021-11-11
Wardak,4121.0,209.0,3887.0,2021-11-11
Urozgan,799.0,20.0,467.0,2021-11-11
Takhar,5270.0,229.0,4884.0,2021-11-11
Sar-E Pol,795.0,34.0,761.0,2021-11-11
Parwan,2831.0,42.0,1069.0,2021-11-11
Panjsher,2311.0,47.0,2244.0,2021-11-11
Samangan,1349.0,73.0,1264.0,2021-11-11
Paktika,1382.0,53.0,801.0,2021-11-11
Nuristan,408.0,4.0,340.0,2021-11-11
Nimroz,1842.0,103.0,1712.0,2021-11-11
Nangarhar,11294.0,478.0,10675.0,2021-11-11
Logar,2512.0,95.0,747.0,2021-11-11
Laghman,2339.0,182.0,1858.0,2021-11-11
Kunduz,4408.0,203.0,4182.0,2021-11-11
Paktya,3262.0,202.0,3049.0,2021-11-11
Ghor,3214.0,60.0,1409.0,2021-11-12
Kandahar,8004.0,238.0,7713.0,2021-11-12
Kabul,28800.0,2168.0,24356.0,2021-11-12
Jawzjan,1572.0,48.0,1524.0,2021-11-12
Hirat,16715.0,716.0,13962.0,2021-11-12
Helmand,2888.0,131.0,2602.0,2021-11-12
Ghazni,3993.0,152.0,3920.0,2021-11-12
Badakhshan,3739.0,88.0,3670.0,2021-11-12
Farah,2219.0,160.0,1459.0,2021-11-12
Dykundi,2977.0,67.0,2910.0,2021-11-12
Balkh,7620.0,566.0,7126.0,2021-11-12
Baghlan,3806.0,97.0,3695.0,2021-11-12
Badghis,1921.0,30.0,810.0,2021-11-12
Kapisa,2518.0,83.0,2260.0,2021-11-12
Faryab,1968.0,144.0,1802.0,2021-11-12
Khost,1829.0,252.0,1605.0,2021-11-12
Bamyan,3088.0,52.0,3034.0,2021-11-12
Kunduz,4412.0,203.0,4182.0,2021-11-12
Zabul,2426.0,78.0,1050.0,2021-11-12
Wardak,4123.0,209.0,3887.0,2021-11-12
Urozgan,799.0,20.0,467.0,2021-11-12
Takhar,5273.0,229.0,4884.0,2021-11-12
Sar-E Pol,795.0,34.0,761.0,2021-11-12
Samangan,1349.0,73.0,1264.0,2021-11-12
Parwan,2831.0,42.0,1069.0,2021-11-12
Kunar,2364.0,101.0,2264.0,2021-11-12
Paktya,3262.0,202.0,3049.0,2021-11-12
Paktika,1382.0,53.0,801.0,2021-11-12
Nuristan,408.0,4.0,342.0,2021-11-12
Nimroz,1842.0,103.0,1712.0,2021-11-12
Nangarhar,11320.0,478.0,10675.0,2021-11-12
Logar,2512.0,95.0,747.0,2021-11-12
Laghman,2339.0,182.0,1859.0,2021-11-12
Panjsher,2313.0,47.0,2244.0,2021-11-12
Kabul,28800.0,2168.0,24356.0,2021-11-15
Jawzjan,1572.0,48.0,1524.0,2021-11-15
Hirat,16715.0,716.0,13962.0,2021-11-15
Helmand,2901.0,131.0,2624.0,2021-11-15
Ghor,3214.0,60.0,1409.0,2021-11-15
Ghazni,3993.0,152.0,3920.0,2021-11-15
Faryab,1968.0,144.0,1802.0,2021-11-15
Balkh,7623.0,566.0,7150.0,2021-11-15
Dykundi,2977.0,67.0,2910.0,2021-11-15
Bamyan,3088.0,52.0,3034.0,2021-11-15
Baghlan,3806.0,97.0,3695.0,2021-11-15
Badghis,1921.0,30.0,810.0,2021-11-15
Badakhshan,3739.0,88.0,3670.0,2021-11-15
Kandahar,8033.0,238.0,7744.0,2021-11-15
Farah,2250.0,160.0,1587.0,2021-11-15
Kapisa,2518.0,83.0,2260.0,2021-11-15
Khost,1829.0,252.0,1605.0,2021-11-15
Kunar,2364.0,101.0,2264.0,2021-11-15
Zabul,2428.0,79.0,1050.0,2021-11-15
Wardak,4125.0,209.0,3889.0,2021-11-15
Urozgan,799.0,20.0,467.0,2021-11-15
Takhar,5275.0,229.0,4886.0,2021-11-15
Sar-E Pol,795.0,34.0,761.0,2021-11-15
Parwan,2831.0,42.0,1069.0,2021-11-15
Panjsher,2315.0,47.0,2244.0,2021-11-15
Samangan,1349.0,73.0,1264.0,2021-11-15
Paktika,1382.0,53.0,801.0,2021-11-15
Nuristan,408.0,4.0,346.0,2021-11-15
Nimroz,1842.0,103.0,1712.0,2021-11-15
Nangarhar,11355.0,479.0,10675.0,2021-11-15
Logar,2512.0,95.0,747.0,2021-11-15
Laghman,2339.0,182.0,1859.0,2021-11-15
Kunduz,4413.0,203.0,4183.0,2021-11-15
Paktya,3262.0,202.0,3049.0,2021-11-15
Ghor,3214.0,60.0,1409.0,2021-11-16
Kandahar,8036.0,239.0,7751.0,2021-11-16
Kabul,28800.0,2168.0,24356.0,2021-11-16
Jawzjan,1572.0,48.0,1524.0,2021-11-16
Hirat,16715.0,716.0,13962.0,2021-11-16
Helmand,2901.0,131.0,2635.0,2021-11-16
Ghazni,4008.0,152.0,3920.0,2021-11-16
Badakhshan,3739.0,88.0,3670.0,2021-11-16
Farah,2250.0,160.0,1587.0,2021-11-16
Dykundi,2977.0,67.0,2910.0,2021-11-16
Balkh,7624.0,566.0,7150.0,2021-11-16
Baghlan,3806.0,97.0,3695.0,2021-11-16
Badghis,1921.0,30.0,810.0,2021-11-16
Kapisa,2518.0,83.0,2260.0,2021-11-16
Faryab,1968.0,144.0,1802.0,2021-11-16
Khost,1829.0,252.0,1605.0,2021-11-16
Bamyan,3088.0,52.0,3034.0,2021-11-16
Kunduz,4413.0,203.0,4183.0,2021-11-16
Kunar,2364.0,101.0,2264.0,2021-11-16
Zabul,2430.0,79.0,1050.0,2021-11-16
Wardak,4126.0,209.0,3893.0,2021-11-16
Urozgan,799.0,20.0,467.0,2021-11-16
Takhar,5275.0,229.0,4901.0,2021-11-16
Samangan,1349.0,73.0,1264.0,2021-11-16
Parwan,2835.0,42.0,1069.0,2021-11-16
Sar-E Pol,795.0,34.0,761.0,2021-11-16
Paktya,3262.0,202.0,3049.0,2021-11-16
Paktika,1382.0,53.0,801.0,2021-11-16
Nuristan,408.0,4.0,348.0,2021-11-16
Nimroz,1842.0,103.0,1712.0,2021-11-16
Nangarhar,11363.0,479.0,10676.0,2021-11-16
Logar,2512.0,95.0,747.0,2021-11-16
Laghman,2339.0,182.0,1860.0,2021-11-16
Panjsher,2317.0,47.0,2244.0,2021-11-16
Ghor,3214.0,60.0,2159.0,2021-11-17
Kandahar,8040.0,239.0,7758.0,2021-11-17
Kabul,28815.0,2169.0,25187.0,2021-11-17
Jawzjan,1572.0,48.0,1524.0,2021-11-17
Hirat,16715.0,716.0,13962.0,2021-11-17
Helmand,2901.0,131.0,2635.0,2021-11-17
Ghazni,4008.0,152.0,3920.0,2021-11-17
Badakhshan,3739.0,88.0,3621.0,2021-11-17
Farah,2275.0,161.0,1612.0,2021-11-17
Dykundi,2977.0,67.0,2910.0,2021-11-17
Balkh,7624.0,566.0,7173.0,2021-11-17
Baghlan,3818.0,97.0,3709.0,2021-11-17
Badghis,1921.0,30.0,810.0,2021-11-17
Kapisa,2524.0,83.0,2260.0,2021-11-17
Faryab,1968.0,144.0,1802.0,2021-11-17
Khost,1829.0,252.0,1605.0,2021-11-17
Bamyan,3088.0,52.0,3034.0,2021-11-17
Kunduz,4413.0,203.0,4183.0,2021-11-17
Kunar,2364.0,101.0,2264.0,2021-11-17
Zabul,2431.0,79.0,1050.0,2021-11-17
Wardak,4127.0,209.0,3893.0,2021-11-17
Urozgan,799.0,20.0,467.0,2021-11-17
Takhar,5275.0,229.0,4901.0,2021-11-17
Samangan,1351.0,73.0,1264.0,2021-11-17
Parwan,2838.0,42.0,1819.0,2021-11-17
Sar-E Pol,795.0,34.0,761.0,2021-11-17
Paktya,3262.0,202.0,3049.0,2021-11-17
Paktika,1382.0,53.0,801.0,2021-11-17
Nuristan,408.0,4.0,348.0,2021-11-17
Nimroz,1842.0,103.0,1712.0,2021-11-17
Nangarhar,11384.0,479.0,10676.0,2021-11-17
Logar,2512.0,95.0,1397.0,2021-11-17
Laghman,2339.0,182.0,1860.0,2021-11-17
Panjsher,2317.0,47.0,2244.0,2021-11-17
Ghor,3214.0,60.0,2109.0,2021-11-18
Kabul,28815.0,2169.0,25187.0,2021-11-18
Jawzjan,1572.0,48.0,1524.0,2021-11-18
Hirat,16715.0,716.0,14812.0,2021-11-18
Helmand,2919.0,194.0,2638.0,2021-11-18
Ghazni,4008.0,152.0,3920.0,2021-11-18
Badakhshan,3739.0,88.0,3621.0,2021-11-18
Farah,2282.0,161.0,1612.0,2021-11-18
Dykundi,2977.0,67.0,2910.0,2021-11-18
Bamyan,3088.0,52.0,3034.0,2021-11-18
Balkh,7624.0,566.0,7173.0,2021-11-18
Baghlan,3818.0,97.0,3709.0,2021-11-18
Badghis,1921.0,31.0,1310.0,2021-11-18
Kandahar,8046.0,239.0,7763.0,2021-11-18
Faryab,1968.0,144.0,1802.0,2021-11-18
Kapisa,2524.0,83.0,2260.0,2021-11-18
Nangarhar,11390.0,479.0,10676.0,2021-11-18
Kunar,2364.0,101.0,2264.0,2021-11-18
Zabul,2431.0,79.0,1050.0,2021-11-18
Wardak,4128.0,209.0,3894.0,2021-11-18
Urozgan,799.0,20.0,467.0,2021-11-18
Takhar,5275.0,229.0,4901.0,2021-11-18
Khost,1838.0,252.0,1605.0,2021-11-18
Samangan,1351.0,73.0,1264.0,2021-11-18
Parwan,2838.0,42.0,1819.0,2021-11-18
Sar-E Pol,795.0,34.0,761.0,2021-11-18
Paktya,3262.0,202.0,3049.0,2021-11-18
Paktika,1382.0,53.0,801.0,2021-11-18
Nuristan,408.0,4.0,350.0,2021-11-18
Nimroz,1842.0,103.0,1712.0,2021-11-18
Logar,2512.0,95.0,1397.0,2021-11-18
Laghman,2339.0,182.0,1861.0,2021-11-18
Kunduz,4413.0,203.0,4183.0,2021-11-18
Panjsher,2317.0,47.0,2244.0,2021-11-18
Ghazni,4008.0,152.0,3920.0,2021-11-19
Kabul,28815.0,2169.0,25187.0,2021-11-19
Jawzjan,1572.0,48.0,1524.0,2021-11-19
Hirat,16715.0,716.0,14812.0,2021-11-19
Helmand,2928.0,194.0,2650.0,2021-11-19
Ghor,3214.0,60.0,2109.0,2021-11-19
Faryab,1968.0,144.0,1802.0,2021-11-19
Kandahar,8046.0,239.0,7763.0,2021-11-19
Dykundi,2977.0,67.0,2910.0,2021-11-19
Bamyan,3088.0,52.0,3034.0,2021-11-19
Balkh,7624.0,566.0,7173.0,2021-11-19
Baghlan,3818.0,97.0,3709.0,2021-11-19
Badghis,1921.0,31.0,1310.0,2021-11-19
Badakhshan,3739.0,88.0,3621.0,2021-11-19
Farah,2282.0,161.0,1612.0,2021-11-19
Kapisa,2524.0,83.0,2260.0,2021-11-19
Kunar,2364.0,101.0,2264.0,2021-11-19
Zabul,2431.0,79.0,1050.0,2021-11-19
Wardak,4128.0,209.0,3894.0,2021-11-19
Urozgan,799.0,20.0,467.0,2021-11-19
Takhar,5275.0,229.0,4901.0,2021-11-19
Sar-E Pol,795.0,34.0,761.0,2021-11-19
Samangan,1351.0,73.0,1264.0,2021-11-19
Parwan,2838.0,42.0,1819.0,2021-11-19
Panjsher,2317.0,47.0,2244.0,2021-11-19
Khost,1838.0,252.0,1605.0,2021-11-19
Paktika,1382.0,53.0,801.0,2021-11-19
Nuristan,408.0,4.0,350.0,2021-11-19
Nimroz,1842.0,103.0,1712.0,2021-11-19
Nangarhar,11390.0,479.0,10676.0,2021-11-19
Logar,2512.0,95.0,1397.0,2021-11-19
Laghman,2339.0,182.0,1861.0,2021-11-19
Kunduz,4413.0,203.0,4183.0,2021-11-19
Paktya,3262.0,202.0,3049.0,2021-11-19
Kandahar,8060.0,239.0,7778.0,2021-11-22
Kabul,28815.0,2169.0,26597.0,2021-11-22
Hirat,16745.0,718.0,14812.0,2021-11-22
Helmand,2939.0,131.0,2732.0,2021-11-22
Ghor,3214.0,60.0,2939.0,2021-11-22
Ghazni,4008.0,152.0,3920.0,2021-11-22
Faryab,1968.0,144.0,1802.0,2021-11-22
Balkh,7630.0,566.0,7179.0,2021-11-22
Dykundi,2977.0,67.0,2910.0,2021-11-22
Bamyan,3089.0,52.0,3034.0,2021-11-22
Kapisa,2524.0,83.0,2260.0,2021-11-22
Baghlan,3823.0,97.0,3709.0,2021-11-22
Badghis,1921.0,31.0,1310.0,2021-11-22
Badakhshan,3739.0,88.0,3621.0,2021-11-22
Farah,2316.0,163.0,1633.0,2021-11-22
Khost,1853.0,252.0,1605.0,2021-11-22
Jawzjan,1572.0,48.0,1524.0,2021-11-22
Kunduz,4413.0,203.0,4183.0,2021-11-22
Kunar,2364.0,101.0,2264.0,2021-11-22
Wardak,4132.0,209.0,3904.0,2021-11-22
Urozgan,799.0,20.0,467.0,2021-11-22
Takhar,5279.0,229.0,4971.0,2021-11-22
Sar-E Pol,795.0,34.0,761.0,2021-11-22
Samangan,1352.0,73.0,1264.0,2021-11-22
Parwan,2846.0,42.0,2369.0,2021-11-22
Panjsher,2318.0,47.0,2244.0,2021-11-22
Zabul,2432.0,79.0,1580.0,2021-11-22
Paktika,1382.0,53.0,801.0,2021-11-22
Nuristan,408.0,4.0,358.0,2021-11-22
Nimroz,1847.0,103.0,1712.0,2021-11-22
Nangarhar,11414.0,480.0,10723.0,2021-11-22
Logar,2512.0,95.0,2027.0,2021-11-22
Laghman,2339.0,182.0,1864.0,2021-11-22
Paktya,3262.0,202.0,3049.0,2021-11-22
Kabul,28815.0,2169.0,26597.0,2021-11-24
Jawzjan,1572.0,48.0,1524.0,2021-11-24
Hirat,16756.0,720.0,14812.0,2021-11-24
Helmand,2939.0,131.0,2732.0,2021-11-24
Ghor,3216.0,60.0,2939.0,2021-11-24
Ghazni,4024.0,152.0,3920.0,2021-11-24
Faryab,1968.0,144.0,1802.0,2021-11-24
Bamyan,3091.0,52.0,3034.0,2021-11-24
Dykundi,2977.0,67.0,2910.0,2021-11-24
Balkh,7633.0,566.0,7179.0,2021-11-24
Baghlan,3823.0,97.0,3709.0,2021-11-24
Badghis,1921.0,31.0,1310.0,2021-11-24
Badakhshan,3739.0,88.0,3621.0,2021-11-24
Kandahar,8065.0,239.0,7783.0,2021-11-24
Farah,2316.0,163.0,1633.0,2021-11-24
Kapisa,2524.0,83.0,2260.0,2021-11-24
Sar-E Pol,795.0,34.0,761.0,2021-11-24
Kunar,2364.0,101.0,2264.0,2021-11-24
Khost,1853.0,252.0,1605.0,2021-11-24
Wardak,4133.0,209.0,3904.0,2021-11-24
Urozgan,799.0,20.0,467.0,2021-11-24
Takhar,5281.0,229.0,5002.0,2021-11-24
Samangan,1352.0,73.0,1264.0,2021-11-24
Parwan,2849.0,42.0,2369.0,2021-11-24
Panjsher,2319.0,47.0,2244.0,2021-11-24
Zabul,2437.0,79.0,1580.0,2021-11-24
Paktika,1385.0,53.0,801.0,2021-11-24
Nuristan,408.0,4.0,364.0,2021-11-24
Nimroz,1847.0,103.0,1712.0,2021-11-24
Nangarhar,11426.0,480.0,10723.0,2021-11-24
Logar,2512.0,95.0,2027.0,2021-11-24
Laghman,2339.0,182.0,1865.0,2021-11-24
Kunduz,4413.0,203.0,4183.0,2021-11-24
Paktya,3263.0,202.0,3049.0,2021-11-24
Kabul,28815.0,2170.0,26597.0,2021-11-25
Jawzjan,1572.0,48.0,1524.0,2021-11-25
Hirat,16763.0,720.0,14812.0,2021-11-25
Helmand,2950.0,131.0,2770.0,2021-11-25
Ghor,3216.0,60.0,2939.0,2021-11-25
Ghazni,4024.0,152.0,3920.0,2021-11-25
Faryab,1968.0,144.0,1802.0,2021-11-25
Balkh,7633.0,566.0,7184.0,2021-11-25
Dykundi,2977.0,67.0,2910.0,2021-11-25
Bamyan,3091.0,52.0,3034.0,2021-11-25
Baghlan,3823.0,97.0,3709.0,2021-11-25
Badghis,1921.0,31.0,1310.0,2021-11-25
Badakhshan,3739.0,88.0,3621.0,2021-11-25
Kandahar,8085.0,239.0,7799.0,2021-11-25
Farah,2336.0,163.0,1633.0,2021-11-25
Kapisa,2525.0,83.0,2260.0,2021-11-25
Sar-E Pol,795.0,34.0,761.0,2021-11-25
Kunar,2364.0,101.0,2264.0,2021-11-25
Wardak,4136.0,209.0,3907.0,2021-11-25
Urozgan,799.0,20.0,467.0,2021-11-25
Takhar,5281.0,229.0,5002.0,2021-11-25
Zabul,2448.0,79.0,1580.0,2021-11-25
Samangan,1352.0,73.0,1264.0,2021-11-25
Parwan,2849.0,42.0,2369.0,2021-11-25
Panjsher,2323.0,47.0,2246.0,2021-11-25
Khost,1853.0,252.0,1605.0,2021-11-25
Paktika,1385.0,53.0,801.0,2021-11-25
Nuristan,408.0,4.0,364.0,2021-11-25
Nimroz,1847.0,103.0,1712.0,2021-11-25
Nangarhar,11429.0,480.0,10762.0,2021-11-25
Logar,2512.0,95.0,2027.0,2021-11-25
Laghman,2339.0,182.0,1865.0,2021-11-25
Kunduz,4413.0,203.0,4183.0,2021-11-25
Paktya,3263.0,202.0,3049.0,2021-11-25
Kandahar,8085.0,239.0,7799.0,2021-11-26
Kabul,28815.0,2170.0,26597.0,2021-11-26
Jawzjan,1572.0,48.0,1524.0,2021-11-26
Hirat,16763.0,720.0,14812.0,2021-11-26
Helmand,2950.0,131.0,2770.0,2021-11-26
Ghor,3216.0,60.0,2939.0,2021-11-26
Ghazni,4024.0,152.0,3920.0,2021-11-26
Bamyan,3091.0,52.0,3034.0,2021-11-26
Farah,2336.0,163.0,1633.0,2021-11-26
Dykundi,2977.0,67.0,2910.0,2021-11-26
Balkh,7633.0,566.0,7184.0,2021-11-26
Baghlan,3823.0,97.0,3709.0,2021-11-26
Badghis,1921.0,31.0,1310.0,2021-11-26
Kapisa,2525.0,83.0,2260.0,2021-11-26
Faryab,1968.0,144.0,1802.0,2021-11-26
Badakhshan,3739.0,88.0,3621.0,2021-11-26
Khost,1853.0,252.0,1605.0,2021-11-26
Kunduz,4413.0,203.0,4183.0,2021-11-26
Kunar,2364.0,101.0,2264.0,2021-11-26
Zabul,2448.0,79.0,1580.0,2021-11-26
Wardak,4136.0,209.0,3907.0,2021-11-26
Urozgan,799.0,20.0,467.0,2021-11-26
Takhar,5283.0,229.0,5002.0,2021-11-26
Samangan,1352.0,73.0,1264.0,2021-11-26
Parwan,2849.0,42.0,2369.0,2021-11-26
Sar-E Pol,795.0,34.0,761.0,2021-11-26
Paktya,3263.0,202.0,3049.0,2021-11-26
Paktika,1385.0,53.0,801.0,2021-11-26
Nuristan,408.0,4.0,364.0,2021-11-26
Nimroz,1847.0,103.0,1712.0,2021-11-26
Nangarhar,11429.0,480.0,10762.0,2021-11-26
Logar,2512.0,95.0,2027.0,2021-11-26
Laghman,2339.0,182.0,1865.0,2021-11-26
Panjsher,2323.0,47.0,2246.0,2021-11-26
Ghazni,4024.0,152.0,3920.0,2021-11-29
Kabul,28815.0,2170.0,26597.0,2021-11-29
Jawzjan,1572.0,48.0,1524.0,2021-11-29
Hirat,16799.0,720.0,14812.0,2021-11-29
Helmand,2959.0,131.0,2783.0,2021-11-29
Ghor,3216.0,60.0,2939.0,2021-11-29
Faryab,1968.0,144.0,1802.0,2021-11-29
Kandahar,8109.0,239.0,7822.0,2021-11-29
Dykundi,2977.0,67.0,2910.0,2021-11-29
Bamyan,3091.0,52.0,3034.0,2021-11-29
Balkh,7634.0,566.0,7184.0,2021-11-29
Baghlan,3823.0,97.0,3709.0,2021-11-29
Badghis,1921.0,31.0,1310.0,2021-11-29
Badakhshan,3739.0,88.0,3621.0,2021-11-29
Farah,2360.0,163.0,1670.0,2021-11-29
Kapisa,2526.0,83.0,2260.0,2021-11-29
Sar-E Pol,795.0,34.0,761.0,2021-11-29
Kunar,2364.0,101.0,2264.0,2021-11-29
Wardak,4140.0,209.0,3911.0,2021-11-29
Urozgan,799.0,20.0,467.0,2021-11-29
Takhar,5290.0,230.0,5002.0,2021-11-29
Zabul,2449.0,79.0,1580.0,2021-11-29
Samangan,1352.0,73.0,1264.0,2021-11-29
Parwan,2849.0,42.0,2369.0,2021-11-29
Panjsher,2323.0,47.0,2246.0,2021-11-29
Khost,1853.0,252.0,1605.0,2021-11-29
Paktika,1385.0,53.0,801.0,2021-11-29
Nuristan,408.0,4.0,375.0,2021-11-29
Nimroz,1847.0,103.0,1712.0,2021-11-29
Nangarhar,11429.0,480.0,10762.0,2021-11-29
Logar,2512.0,95.0,2027.0,2021-11-29
Laghman,2339.0,182.0,1869.0,2021-11-29
Kunduz,4417.0,203.0,4186.0,2021-11-29
Paktya,3263.0,202.0,3049.0,2021-11-29
Kabul,28815.0,2170.0,26597.0,2021-11-30
Hirat,16799.0,720.0,14812.0,2021-11-30
Helmand,2959.0,131.0,2783.0,2021-11-30
Ghor,3216.0,60.0,2939.0,2021-11-30
Ghazni,4024.0,152.0,3920.0,2021-11-30
Faryab,1968.0,144.0,1802.0,2021-11-30
Bamyan,3091.0,52.0,3034.0,2021-11-30
Dykundi,2977.0,67.0,2910.0,2021-11-30
Kandahar,8109.0,239.0,7822.0,2021-11-30
Balkh,7634.0,566.0,7184.0,2021-11-30
Baghlan,3823.0,97.0,3709.0,2021-11-30
Badghis,1921.0,31.0,1310.0,2021-11-30
Badakhshan,3739.0,88.0,3621.0,2021-11-30
Farah,2360.0,163.0,1670.0,2021-11-30
Kapisa,2526.0,83.0,2260.0,2021-11-30
Jawzjan,1572.0,48.0,1524.0,2021-11-30
Zabul,2449.0,79.0,1580.0,2021-11-30
Kunar,2364.0,101.0,2264.0,2021-11-30
Wardak,4140.0,209.0,3911.0,2021-11-30
Urozgan,799.0,20.0,467.0,2021-11-30
Takhar,5290.0,230.0,5002.0,2021-11-30
Sar-E Pol,795.0,34.0,761.0,2021-11-30
Samangan,1352.0,73.0,1264.0,2021-11-30
Parwan,2849.0,42.0,2369.0,2021-11-30
Panjsher,2323.0,47.0,2246.0,2021-11-30
Khost,1853.0,252.0,1605.0,2021-11-30
Paktika,1385.0,53.0,801.0,2021-11-30
Nuristan,408.0,4.0,375.0,2021-11-30
Nimroz,1847.0,103.0,1712.0,2021-11-30
Nangarhar,11429.0,480.0,10762.0,2021-11-30
Logar,2512.0,95.0,2027.0,2021-11-30
Laghman,2339.0,182.0,1869.0,2021-11-30
Kunduz,4417.0,203.0,4186.0,2021-11-30
Paktya,3263.0,202.0,3049.0,2021-11-30
Kandahar,8116.0,239.0,7830.0,2021-12-01
Kabul,28815.0,2170.0,26597.0,2021-12-01
Jawzjan,1572.0,48.0,1524.0,2021-12-01
Hirat,16807.0,720.0,14812.0,2021-12-01
Helmand,2959.0,131.0,2783.0,2021-12-01
Ghor,3216.0,60.0,2939.0,2021-12-01
Ghazni,4024.0,152.0,3920.0,2021-12-01
Bamyan,3091.0,52.0,3034.0,2021-12-01
Farah,2360.0,163.0,1670.0,2021-12-01
Dykundi,2977.0,67.0,2910.0,2021-12-01
Balkh,7634.0,566.0,7191.0,2021-12-01
Baghlan,3823.0,97.0,3709.0,2021-12-01
Badghis,1921.0,31.0,1310.0,2021-12-01
Badakhshan,3739.0,88.0,3621.0,2021-12-01
Faryab,1968.0,144.0,1802.0,2021-12-01
Kapisa,2526.0,83.0,2260.0,2021-12-01
Khost,1853.0,252.0,1605.0,2021-12-01
Kunduz,4420.0,203.0,4186.0,2021-12-01
Zabul,2453.0,79.0,1580.0,2021-12-01
Wardak,4140.0,209.0,3911.0,2021-12-01
Urozgan,799.0,20.0,467.0,2021-12-01
Takhar,5292.0,230.0,5002.0,2021-12-01
Sar-E Pol,795.0,34.0,761.0,2021-12-01
Samangan,1352.0,73.0,1264.0,2021-12-01
Parwan,2849.0,42.0,2369.0,2021-12-01
Kunar,2364.0,101.0,2264.0,2021-12-01
Paktya,3263.0,202.0,3049.0,2021-12-01
Paktika,1385.0,53.0,801.0,2021-12-01
Nuristan,408.0,4.0,375.0,2021-12-01
Nimroz,1847.0,103.0,1712.0,2021-12-01
Nangarhar,11430.0,480.0,10762.0,2021-12-01
Logar,2512.0,95.0,2027.0,2021-12-01
Laghman,2339.0,182.0,1871.0,2021-12-01
Panjsher,2325.0,47.0,2248.0,2021-12-01
Kandahar,8120.0,239.0,7845.0,2021-12-02
Kabul,28815.0,2170.0,26597.0,2021-12-02
Jawzjan,1572.0,48.0,1524.0,2021-12-02
Hirat,16818.0,720.0,14812.0,2021-12-02
Helmand,2959.0,131.0,2783.0,2021-12-02
Ghor,3216.0,60.0,2939.0,2021-12-02
Ghazni,4024.0,152.0,3920.0,2021-12-02
